name,weight,dimensions_length,dimensions_width,dimensions_height,model_date_begin,body_type,series
18d xDrive Sport,1615,4439,1821,1598,2015,allroad,X1
18d xDrive Advantage,1615,4439,1821,1598,2015,allroad,X1
18d xDrive Advantage Plus,1615,4439,1821,1598,2015,allroad,X1
20i xDrive,1615,4439,1821,1598,2015,allroad,X1
20i xDrive Sport,1615,4439,1821,1598,2015,allroad,X1
20i xDrive Advantage,1615,4439,1821,1598,2015,allroad,X1
20i xDrive Sport,1615,4439,1821,1598,2015,allroad,X1
20i xDrive xLine,1615,4439,1821,1598,2015,allroad,X1
20i xDrive M Sport,1615,4439,1821,1598,2015,allroad,X1
20i xDrive Advantage,1615,4439,1821,1598,2015,allroad,X1
25i xDrive,1615,4439,1821,1598,2015,allroad,X1
25i xDrive Advantage,1615,4439,1821,1598,2015,allroad,X1
25i xDrive Sport,1615,4439,1821,1598,2015,allroad,X1
25i xDrive xLine,1615,4439,1821,1598,2015,allroad,X1
25i xDrive M Sport,1615,4439,1821,1598,2015,allroad,X1
20d xDrive,1625,4439,1821,1598,2015,allroad,X1
20d xDrive Advantage,1625,4439,1821,1598,2015,allroad,X1
20d xDrive Sport,1625,4439,1821,1598,2015,allroad,X1
20d xDrive xLine,1625,4439,1821,1598,2015,allroad,X1
20d xDrive M Sport,1625,4439,1821,1598,2015,allroad,X1
25d xDrive,1650,4439,1821,1598,2015,allroad,X1
25d xDrive Advantage,1650,4439,1821,1598,2015,allroad,X1
25d xDrive Sport,1650,4439,1821,1598,2015,allroad,X1
25d xDrive xLine,1650,4439,1821,1598,2015,allroad,X1
25d xDrive M Sport,1650,4439,1821,1598,2015,allroad,X1
18i sDrive,1430,4477,1798,1545,2012,allroad,X1
18i sDrive,1455,4477,1798,1545,2012,allroad,X1
18i sDrive,1455,4477,1798,1545,2012,allroad,X1
20i xDrive,1575,4477,1798,1545,2012,allroad,X1
20d xDrive,1575,4477,1798,1545,2012,allroad,X1
20d xDrive,1585,4477,1798,1545,2012,allroad,X1
20d xDrive Sport,1585,4477,1798,1545,2012,allroad,X1
20d xDrive xLine,1585,4477,1798,1545,2012,allroad,X1
20d xDrive Business,1585,4477,1798,1545,2012,allroad,X1
25d xDrive,1585,4477,1798,1545,2012,allroad,X1
20i xDrive xLine,1590,4477,1798,1545,2012,allroad,X1
20i xDrive Sport,1590,4477,1798,1545,2012,allroad,X1
20i xDrive,1590,4477,1798,1545,2012,allroad,X1
20i xDrive Business,1590,4477,1798,1545,2012,allroad,X1
28i xDrive xLine,1655,4477,1798,1545,2012,allroad,X1
25d xDrive,1660,4477,1798,1545,2012,allroad,X1
18i sDrive,1505,4454,1798,1545,2009,allroad,X1
18i sDrive Urban,1505,4454,1798,1545,2009,allroad,X1
18i sDrive,1530,4454,1798,1545,2009,allroad,X1
20d xDrive Lifestyle,1585,4454,1798,1545,2009,allroad,X1
20d xDrive Urban,1585,4454,1798,1545,2009,allroad,X1
23d xDrive,1585,4454,1798,1545,2009,allroad,X1
23d xDrive,1595,4454,1798,1545,2009,allroad,X1
20d xDrive,1650,4454,1798,1545,2009,allroad,X1
20d xDrive,1650,4454,1798,1545,2009,allroad,X1
20i xDrive,1650,4454,1798,1545,2009,allroad,X1
28i xDrive,1655,4454,1798,1545,2009,allroad,X1
20i xDrive,1665,4454,1798,1545,2009,allroad,X1
28i xDrive Exclusive,1670,4454,1798,1545,2009,allroad,X1
28i xDrive Lifestyle,1670,4454,1798,1545,2009,allroad,X1
25i xDrive,1675,4454,1798,1545,2009,allroad,X1
28i xDrive,1685,4454,1798,1545,2009,allroad,X1
18i sDrive DCT,1490,4360,1824,1526,2017,allroad,X2
18i sDrive DCT Advantage,1490,4360,1824,1526,2017,allroad,X2
18i sDrive DCT M Sport,1490,4360,1824,1526,2017,allroad,X2
18i sDrive DCT M Sport X,1490,4360,1824,1526,2017,allroad,X2
20i sDrive DCT,1535,4360,1824,1526,2017,allroad,X2
20i sDrive DCT Advantage,1535,4360,1824,1526,2017,allroad,X2
20i sDrive DCT M Sport,1535,4360,1824,1526,2017,allroad,X2
20i sDrive DCT M Sport X,1535,4360,1824,1526,2017,allroad,X2
20i xDrive DCT,1615,4360,1824,1526,2017,allroad,X2
20i xDrive DCT Advantage,1615,4360,1824,1526,2017,allroad,X2
20i xDrive DCT M Sport,1615,4360,1824,1526,2017,allroad,X2
20i xDrive DCT M Sport X,1615,4360,1824,1526,2017,allroad,X2
18d xDrive,1675,4360,1824,1526,2017,allroad,X2
18d xDrive Advantage,1675,4360,1824,1526,2017,allroad,X2
18d xDrive M Sport,1675,4360,1824,1526,2017,allroad,X2
18d xDrive M Sport X,1675,4360,1824,1526,2017,allroad,X2
20d xDrive,1675,4360,1824,1526,2017,allroad,X2
20d xDrive Advantage,1675,4360,1824,1526,2017,allroad,X2
20d xDrive M Sport,1675,4360,1824,1526,2017,allroad,X2
20d xDrive M Sport X,1675,4360,1824,1526,2017,allroad,X2
30i xDrive,1790,4708,1891,1676,2017,allroad,X3
30i xDrive M Sport,1790,4708,1891,1676,2017,allroad,X3
20i xDrive,1825,4708,1891,1676,2017,allroad,X3
20i xDrive Urban,1825,4708,1891,1676,2017,allroad,X3
20i xDrive Luxury,1825,4708,1891,1676,2017,allroad,X3
20d xDrive,1825,4708,1891,1676,2017,allroad,X3
20d xDrive Urban,1825,4708,1891,1676,2017,allroad,X3
20d xDrive M Sport,1825,4708,1891,1676,2017,allroad,X3
20d xDrive xLine,1825,4708,1891,1676,2017,allroad,X3
M40i xDrive,1885,4708,1891,1676,2017,allroad,X3
M40i xDrive M Special,1885,4708,1891,1676,2017,allroad,X3
30d xDrive,1895,4708,1891,1676,2017,allroad,X3
30d xDrive Luxury,1895,4708,1891,1676,2017,allroad,X3
30d xDrive M Sport,1895,4708,1891,1676,2017,allroad,X3
M40d xDrive,1895,4708,1891,1676,2017,allroad,X3
M40d xDrive M Special,1895,4708,1891,1676,2017,allroad,X3
xDrive M Special Edition,2045,4726,1897,1669,2017,allroad,X3
xDrive M Competition,2045,4726,1897,1669,2017,allroad,X3
20i xDrive,1695,4648,1881,1661,2014,allroad,X3
20d xDrive,1715,4648,1881,1661,2014,allroad,X3
20d xDrive,1725,4648,1881,1661,2014,allroad,X3
20d xDrive Special Edition,1725,4648,1881,1661,2014,allroad,X3
20d xDrive xLine,1725,4648,1881,1661,2014,allroad,X3
20d xDrive Urban,1725,4648,1881,1661,2014,allroad,X3
20i xDrive,1785,4648,1881,1661,2014,allroad,X3
20i xDrive M Sport,1785,4648,1881,1661,2014,allroad,X3
20i xDrive Urban,1785,4648,1881,1661,2014,allroad,X3
28i xDrive Lifestyle,1795,4648,1881,1661,2014,allroad,X3
28i xDrive Exclusive,1795,4648,1881,1661,2014,allroad,X3
35i xDrive,1805,4648,1881,1661,2014,allroad,X3
28i xDrive,1835,4648,1881,1661,2014,allroad,X3
30d xDrive,1875,4648,1881,1661,2014,allroad,X3
30d xDrive Exclusive,1875,4648,1881,1661,2014,allroad,X3
35d xDrive,1925,4648,1881,1661,2014,allroad,X3
20i xDrive,1695,4648,1881,1661,2010,allroad,X3
20d xDrive,1715,4648,1881,1661,2010,allroad,X3
20d xDrive Urban,1725,4648,1881,1661,2010,allroad,X3
20d xDrive,1725,4648,1881,1661,2010,allroad,X3
20d xDrive Special Edition,1725,4648,1881,1661,2010,allroad,X3
20i xDrive,1785,4648,1881,1661,2010,allroad,X3
20i xDrive Urban,1795,4648,1881,1661,2010,allroad,X3
28i xDrive Lifestyle,1795,4648,1881,1661,2010,allroad,X3
28i xDrive Exclusive,1795,4648,1881,1661,2010,allroad,X3
35i xDrive,1805,4648,1881,1661,2010,allroad,X3
28i xDrive,1835,4648,1881,1661,2010,allroad,X3
30d xDrive,1875,4648,1881,1661,2010,allroad,X3
30d xDrive Lifestyle,1875,4648,1881,1661,2010,allroad,X3
35d xDrive,1925,4648,1881,1661,2010,allroad,X3
20i xDrive,1730,4569,1853,1674,2006,allroad,X3
25i xDrive,1805,4569,1853,1674,2006,allroad,X3
25i xDrive,1805,4569,1853,1674,2006,allroad,X3
30i xDrive,1815,4569,1853,1674,2006,allroad,X3
30i xDrive,1815,4569,1853,1674,2006,allroad,X3
20d xDrive,1820,4569,1853,1674,2006,allroad,X3
20d xDrive,1820,4569,1853,1674,2006,allroad,X3
30d xDrive,1880,4569,1853,1674,2006,allroad,X3
30d xDrive,1880,4569,1853,1674,2006,allroad,X3
35d xDrive,1880,4569,1853,1674,2006,allroad,X3
2.0i xDrive,1835,4565,1853,1674,2003,allroad,X3
2.0d xDrive,1835,4565,1853,1674,2003,allroad,X3
2.5i xDrive Business,1835,4565,1853,1674,2003,allroad,X3
2.5i xDrive,1835,4565,1853,1674,2003,allroad,X3
3.0d xDrive Business,1835,4565,1853,1674,2003,allroad,X3
3.0i xDrive Business,1835,4565,1853,1674,2003,allroad,X3
3.0i xDrive Luxury,1835,4565,1853,1674,2003,allroad,X3
xDrive 3.0i Dynamic,1835,4565,1853,1674,2003,allroad,X3
20i xDrive,1795,4752,1918,1621,2018,allroad,X4
20i xDrive Lifestyle,1795,4752,1918,1621,2018,allroad,X4
30i xDrive,1795,4752,1918,1621,2018,allroad,X4
30i xDrive Exclusive,1795,4752,1918,1621,2018,allroad,X4
20d xDrive,1815,4752,1918,1621,2018,allroad,X4
20d xDrive xLine,1815,4752,1918,1621,2018,allroad,X4
20d xDrive M Sport,1815,4752,1918,1621,2018,allroad,X4
30d xDrive,1815,4752,1918,1621,2018,allroad,X4
30d xDrive M Sport,1815,4752,1918,1621,2018,allroad,X4
M40d xDrive,1815,4752,1918,1621,2018,allroad,X4
M40d xDrive M Special,1815,4752,1918,1621,2018,allroad,X4
M40i xDrive,1900,4752,1918,1621,2018,allroad,X4
M40i xDrive M Special,1900,4752,1918,1621,2018,allroad,X4
xDrive M Special Edition,2045,4758,1927,1620,2018,allroad,X4
xDrive M Competition,2045,4758,1927,1620,2018,allroad,X4
20i xDrive M Sport,1815,4671,1881,1624,2014,allroad,X4
20i xDrive xLine,1815,4671,1881,1624,2014,allroad,X4
20d xDrive,1815,4671,1881,1624,2014,allroad,X4
28i xDrive,1815,4671,1881,1624,2014,allroad,X4
28i xDrive Exclusive,1815,4671,1881,1624,2014,allroad,X4
28i xDrive M Sport,1815,4671,1881,1624,2014,allroad,X4
20d xDrive,1825,4671,1881,1624,2014,allroad,X4
20d xDrive M Sport,1825,4671,1881,1624,2014,allroad,X4
35i xDrive,1895,4671,1881,1624,2014,allroad,X4
30d xDrive,1900,4671,1881,1624,2014,allroad,X4
30d xDrive Exclusive,1900,4671,1881,1624,2014,allroad,X4
M40i xDrive,1920,4671,1881,1624,2014,allroad,X4
35d xDrive,1940,4671,1881,1624,2014,allroad,X4
40i xDrive,2135,4922,2004,1745,2018,allroad,X5
40i xDrive M Sport Pure,2135,4922,2004,1745,2018,allroad,X5
40i xDrive Luxury,2135,4922,2004,1745,2018,allroad,X5
40i xDrive M Sport Pro,2135,4922,2004,1745,2018,allroad,X5
25d xDrive Business,2145,4922,2004,1745,2018,allroad,X5
30d xDrive,2185,4922,2004,1745,2018,allroad,X5
30d xDrive Business Plus,2185,4922,2004,1745,2018,allroad,X5
30d xDrive Exclusive,2185,4922,2004,1745,2018,allroad,X5
30d xDrive xLine,2185,4922,2004,1745,2018,allroad,X5
30d xDrive M Sport,2185,4922,2004,1745,2018,allroad,X5
30d xDrive M Sport Plus,2185,4922,2004,1745,2018,allroad,X5
30d xDrive M Sport Pro,2185,4922,2004,1745,2018,allroad,X5
40d xDrive,2185,4922,2004,1745,2018,allroad,X5
40d xDrive M Sport Plus,2185,4922,2004,1745,2018,allroad,X5
40d xDrive M Sport Pro,2185,4922,2004,1745,2018,allroad,X5
M50d xDrive,2350,4922,2004,1745,2018,allroad,X5
M50d xDrive M Special,2350,4922,2004,1745,2018,allroad,X5
M50d xDrive M Special by Individual,2350,4922,2004,1745,2018,allroad,X5
50i xDrive,2361,4922,2004,1745,2018,allroad,X5
M50i xDrive,2361,4922,2004,1745,2018,allroad,X5
M50i xDrive M Special,2361,4922,2004,1745,2018,allroad,X5
M50i xDrive M Special by Individual,2361,4922,2004,1745,2018,allroad,X5
X5 M SE,2385,4938,2015,1747,2018,allroad,X5
X5 M Competition,2385,4938,2015,1747,2018,allroad,X5
X5 M Competition M Special,2385,4938,2015,1747,2018,allroad,X5
X5 M,2350,4880,1985,1754,2013,allroad,X5
35i xDrive Luxury,2030,4886,1938,1762,2013,allroad,X5
35i xDrive,2030,4886,1938,1762,2013,allroad,X5
35i xDrive Prestige,2030,4886,1938,1762,2013,allroad,X5
35i xDrive Pure Excellence,2030,4886,1938,1762,2013,allroad,X5
25d xDrive,2145,4886,1938,1762,2013,allroad,X5
25d xDrive Business,2145,4886,1938,1762,2013,allroad,X5
30d xDrive,2145,4886,1938,1762,2013,allroad,X5
30d xDrive Prestige,2145,4886,1938,1762,2013,allroad,X5
30d xDrive Luxury,2145,4886,1938,1762,2013,allroad,X5
30d xDrive Exclusive,2145,4886,1938,1762,2013,allroad,X5
30d xDrive M Sport,2145,4886,1938,1762,2013,allroad,X5
30d xDrive Pure Experience,2145,4886,1938,1762,2013,allroad,X5
40d xDrive,2185,4886,1938,1762,2013,allroad,X5
40d xDrive M Sport,2185,4886,1938,1762,2013,allroad,X5
40d xDrive M Sport Experience,2185,4886,1938,1762,2013,allroad,X5
50i xDrive,2250,4886,1938,1762,2013,allroad,X5
M50d xDrive,2265,4886,1938,1762,2013,allroad,X5
40e xDrive,2305,4886,1938,1762,2013,allroad,X5
4.4 xDrive M,2305,4851,1994,1764,2010,allroad,X5
4.4 xDrive M,2380,4851,1994,1764,2010,allroad,X5
30d xDrive,2075,4857,1933,1766,2010,allroad,X5
30d xDrive Luxury,2075,4857,1933,1766,2010,allroad,X5
30d xDrive Специальная серия,2075,4857,1933,1766,2010,allroad,X5
40d xDrive,2110,4857,1933,1766,2010,allroad,X5
40d xDrive M Sports Edition,2110,4857,1933,1766,2010,allroad,X5
35i xDrive,2070,4857,1933,1776,2010,allroad,X5
35i xDrive Luxury,2070,4857,1933,1776,2010,allroad,X5
50i xDrive,2190,4857,1933,1776,2010,allroad,X5
50i xDrive M Sports Edition,2190,4857,1933,1776,2010,allroad,X5
M50d xDrive,2225,4857,2010,1766,2010,allroad,X5
30i xDrive,2125,4854,1933,1766,2006,allroad,X5
30d xDrive Luxury,2180,4854,1933,1766,2006,allroad,X5
30d xDrive Sport,2180,4854,1933,1766,2006,allroad,X5
35d xDrive,2185,4854,1933,1766,2006,allroad,X5
48i xDrive Sport,2245,4854,1933,1766,2006,allroad,X5
48i xDrive Luxury,2245,4854,1933,1766,2006,allroad,X5
3.0i xDrive,2070,4667,1872,1750,2003,allroad,X5
3.0i xDrive,2095,4667,1872,1750,2003,allroad,X5
3.0d xDrive,2170,4667,1872,1750,2003,allroad,X5
3.0d xDrive,2180,4667,1872,1750,2003,allroad,X5
4.4i xDrive,2195,4667,1872,1750,2003,allroad,X5
4.8is xDrive,2275,4667,1872,1750,2003,allroad,X5
3.0i xDrive,2020,4667,1872,1707,1999,allroad,X5
4.4i xDrive,2095,4667,1872,1707,1999,allroad,X5
4.6is xDrive,2180,4667,1872,1707,1999,allroad,X5
40i xDrive,2130,4935,2004,1696,2019,allroad,X6
40i xDrive Luxury,2130,4935,2004,1696,2019,allroad,X6
40i xDrive M Sport Pure,2130,4935,2004,1696,2019,allroad,X6
40i xDrive M Sport Pro,2130,4935,2004,1696,2019,allroad,X6
30d xDrive,2185,4935,2004,1696,2019,allroad,X6
30d xDrive Business Plus,2185,4935,2004,1696,2019,allroad,X6
30d xDrive Ecxlusive,2185,4935,2004,1696,2019,allroad,X6
30d xDrive M Sport Plus,2185,4935,2004,1696,2019,allroad,X6
30d xDrive M Sport Pro,2185,4935,2004,1696,2019,allroad,X6
40d xDrive,2185,4935,2004,1696,2019,allroad,X6
40d xDrive M Sport Pro,2185,4935,2004,1696,2019,allroad,X6
M50i xDrive,2310,4935,2004,1696,2019,allroad,X6
M50i xDrive M Special,2310,4935,2004,1696,2019,allroad,X6
M50i xDrive M Special by Individual,2310,4935,2004,1696,2019,allroad,X6
M50d xDrive,2335,4935,2004,1696,2019,allroad,X6
M50d xDrive M Special,2335,4935,2004,1696,2019,allroad,X6
M50d xDrive M Special by Individual,2335,4935,2004,1696,2019,allroad,X6
X6 M SE,2370,4941,2019,1652,2019,allroad,X6
X6 M Competition,2370,4941,2019,1652,2019,allroad,X6
X6 M Competition M Special,2370,4941,2019,1652,2019,allroad,X6
X6 M,2340,4909,1989,1689,2014,allroad,X6
35i xDrive,2100,4909,1989,1702,2014,allroad,X6
35i xDrive Prestige,2100,4909,1989,1702,2014,allroad,X6
35i xDrive Luxury,2100,4909,1989,1702,2014,allroad,X6
30d xDrive,2140,4909,1989,1702,2014,allroad,X6
30d xDrive Prestige,2140,4909,1989,1702,2014,allroad,X6
30d xDrive Luxury,2140,4909,1989,1702,2014,allroad,X6
30d xDrive M Sport,2140,4909,1989,1702,2014,allroad,X6
30d xDrive Pure Extravagance,2140,4909,1989,1702,2014,allroad,X6
30d xDrive M Sport Pure,2140,4909,1989,1702,2014,allroad,X6
30d xDrive Business,2140,4909,1989,1702,2014,allroad,X6
40d xDrive,2180,4909,1989,1702,2014,allroad,X6
40d xDrive M Sport,2180,4909,1989,1702,2014,allroad,X6
40d xDrive M Sport Extravagance,2180,4909,1989,1702,2014,allroad,X6
50i xDrive,2245,4909,1989,1702,2014,allroad,X6
M50d xDrive,2260,4909,1989,1702,2014,allroad,X6
4.4 M,2380,4876,1983,1684,2012,allroad,X6
35i xDrive,2145,4877,1983,1699,2012,allroad,X6
30d xDrive,2150,4877,1983,1699,2012,allroad,X6
40d xDrive,2185,4877,1983,1699,2012,allroad,X6
M50d xDrive,2225,4877,1983,1699,2012,allroad,X6
50i xDrive,2265,4877,1983,1699,2012,allroad,X6
4.4 M,2305,4876,1983,1684,2008,allroad,X6
35i xDrive,2145,4877,1983,1690,2008,allroad,X6
30d xDrive,2150,4877,1983,1690,2008,allroad,X6
35d xDrive,2185,4877,1983,1690,2008,allroad,X6
40d xDrive,2185,4877,1983,1690,2008,allroad,X6
50i xDrive,2265,4877,1983,1690,2008,allroad,X6
xDrive ActiveHybrid,2525,4877,1983,1697,2008,allroad,X6
40i xDrive,2395,5151,2218,1805,2018,allroad,X7
40i xDrive M Sport Pure,2395,5151,2218,1805,2018,allroad,X7
40i xDrive Pure Excellence,2395,5151,2218,1805,2018,allroad,X7
40i xDrive Exclusive,2395,5151,2218,1805,2018,allroad,X7
40i xDrive M Sport Plus,2395,5151,2218,1805,2018,allroad,X7
40i xDrive M Sport Pro,2395,5151,2218,1805,2018,allroad,X7
30d xDrive,2445,5151,2218,1805,2018,allroad,X7
30d xDrive Business Plus,2445,5151,2218,1805,2018,allroad,X7
30d xDrive M Sport Plus,2445,5151,2218,1805,2018,allroad,X7
30d xDrive M Sport Pro,2445,5151,2218,1805,2018,allroad,X7
30d xDrive Exclusive,2445,5151,2218,1805,2018,allroad,X7
M50d,2535,5151,2218,1805,2018,allroad,X7
M50d Special,2535,5151,2218,1805,2018,allroad,X7
M50d Special by Individual,2535,5151,2218,1805,2018,allroad,X7
M50d Dark Shadow Edition,2535,5151,2218,1805,2018,allroad,X7
M50i,2555,5151,2218,1805,2018,allroad,X7
M50i M Special,2555,5151,2218,1805,2018,allroad,X7
M50i M Special by Individual,2555,5151,2218,1805,2018,allroad,X7
M50i Dark Shadow Edition,2555,5151,2218,1805,2018,allroad,X7
2.5,1250,3921,1690,1277,1988,cabriolet,Z1
3.2 М,1425,4025,1740,1266,1999,coupe,Z3
3.0i,1360,4025,1740,1293,1999,coupe,Z3
3.0i,1360,4025,1740,1293,1999,coupe,Z3
1.9,1275,4025,1692,1288,1999,cabriolet,Z3
1.9,1295,4025,1692,1288,1999,cabriolet,Z3
1.9,1315,4025,1692,1288,1999,cabriolet,Z3
3.2 М,1425,4025,1740,1266,1999,cabriolet,Z3
2.8,1360,4025,1740,1293,1999,cabriolet,Z3
2.8,1400,4025,1740,1293,1999,cabriolet,Z3
3.2 М,1425,4025,1740,1266,1998,coupe,Z3
2.8,1360,4025,1740,1293,1998,coupe,Z3
1.9,1275,4025,1692,1288,1996,cabriolet,Z3
1.9,1295,4025,1692,1288,1996,cabriolet,Z3
1.9,1315,4025,1692,1288,1996,cabriolet,Z3
3.2 М,1425,4025,1740,1266,1996,cabriolet,Z3
2.8,1360,4025,1740,1293,1996,cabriolet,Z3
2.8,1400,4025,1740,1293,1996,cabriolet,Z3
20i sDrive,1480,4324,1864,1304,2018,cabriolet,Z4
20i sDrive M Sport,1480,4324,1864,1304,2018,cabriolet,Z4
30i sDrive,1490,4324,1864,1304,2018,cabriolet,Z4
30i sDrive M Sport Pro,1490,4324,1864,1304,2018,cabriolet,Z4
M40i,1610,4324,1864,1304,2018,cabriolet,Z4
M40i M Special,1610,4324,1864,1304,2018,cabriolet,Z4
20i sDrive,1470,4239,1790,1291,2013,cabriolet,Z4
28i sDrive,1475,4239,1790,1291,2013,cabriolet,Z4
20i sDrive,1495,4239,1790,1291,2013,cabriolet,Z4
28i sDrive,1495,4239,1790,1291,2013,cabriolet,Z4
35i sDrive,1580,4239,1790,1291,2013,cabriolet,Z4
35i sDrive,1600,4239,1790,1291,2013,cabriolet,Z4
35i sDrives,1600,4244,1790,1284,2013,cabriolet,Z4
20i sDrive,1470,4239,1790,1291,2009,cabriolet,Z4
28i sDrive,1475,4239,1790,1291,2009,cabriolet,Z4
23i sDrive,1480,4239,1790,1291,2009,cabriolet,Z4
30i sDrive,1490,4239,1790,1291,2009,cabriolet,Z4
23i sDrive,1505,4239,1790,1291,2009,cabriolet,Z4
30i sDrive,1505,4239,1790,1291,2009,cabriolet,Z4
35i sDrive,1580,4239,1790,1291,2009,cabriolet,Z4
35i sDrive,1600,4239,1790,1291,2009,cabriolet,Z4
35i sDrives,1600,4239,1790,1291,2009,cabriolet,Z4
35i sDrives,1600,4239,1790,1291,2009,cabriolet,Z4
2.0i,1295,4091,1781,1299,2006,cabriolet,Z4
2.5Si,1360,4091,1781,1299,2006,cabriolet,Z4
2.5Si,1360,4091,1781,1299,2006,cabriolet,Z4
3.0Si,1385,4091,1781,1299,2006,cabriolet,Z4
3.0Si,1385,4091,1781,1299,2006,cabriolet,Z4
3.2i M,1485,4113,1781,1302,2006,cabriolet,Z4
3.0Si,1385,4091,1781,1268,2006,coupe,Z4
3.0Si,1385,4091,1781,1268,2006,coupe,Z4
3.2i M,1495,4113,1781,1271,2006,coupe,Z4
2.0i,1295,4091,1781,1299,2002,cabriolet,Z4
2.5i,1335,4091,1781,1299,2002,cabriolet,Z4
3.0i,1365,4091,1781,1299,2002,cabriolet,Z4
5.0,1660,4400,1830,1317,2000,cabriolet,Z8
